BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Santiago, Esmeralda: El sueño de América. Barcelona: Mondadori, 1996.	Santiago, Esmeralda	El sueño de América	1996	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas			un charco fangoso hasta la acera limpia de nieve. Ella dejó la casa porque se cansó de estar sola, repasando y reviviendo imágenes inducidas por las conversaciones de esta mañana. Pero se encuentra también sola en una calle cuya arquitectura, carteles y aire frío son extraños. Una vitrina al lado de un estudio de karate anuncia oficina hispana, y éste es el primer indicio que tiene de que no es la única persona que habla español en Westchester County, Nueva York. La oficina está cerrada, pero por los vidrios ve carteles de Perú, Ecuador y Guatemala.
Santiago, Esmeralda: El sueño de América. Barcelona: Mondadori, 1996.	Santiago, Esmeralda	El sueño de América	1996	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas			Durante su paseo ayer, América se aseguró de que podía llegar a todos los sitios que Karen espera que conozca, como la escuela de los niños, el Health Club, el supermercado, el salón de karate y de gimnasia donde los niños toman clases.
Santiago, Esmeralda: El sueño de América. Barcelona: Mondadori, 1996.	Santiago, Esmeralda	El sueño de América	1996	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas			América se monta en el carro a las once y cincuenta de la mañana y pasa casi toda la tarde conduciendo a Meghan a una plé det, ida y vuelta, recogiendo a Kyle de la escuela, llevándolos a sus clases de natación al Health Club, Meghan a sus clases de gimnasia, Kyle a karate. Comúnmente, no regresan a la casa hasta las cinco de la tarde, cuando América prepara y sirve la cena para los tres y permite que los niños miren media hora de televisión antes de que regrese Karen, lo cual señala el fin de su día de trabajo.
Santiago, Esmeralda: El sueño de América. Barcelona: Mondadori, 1996.	Santiago, Esmeralda	El sueño de América	1996	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas			— Kyle, el nene que yo cuido, recibió un cinturón anaranjado en karate.
Santiago, Esmeralda: El sueño de América. Barcelona: Mondadori, 1996.	Santiago, Esmeralda	El sueño de América	1996	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas			La familia transita por el pasillo. Va a esperar hasta que se vayan, entonces bajará y se preparará un té de manzanilla. Los sábados por la mañana Meghan tiene gimnasia y Kyle va a karate. Si Karen los lleva, Charlie probablemente estará en su oficina o en el cuarto de hacer ejercicios, así que tendrá la cosa sola por una hora más o menos.
Santiago, Esmeralda: El sueño de América. Barcelona: Mondadori, 1996.	Santiago, Esmeralda	El sueño de América	1996	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas			Meghan se despiertan y parecen sorprenderse de que sus padres no estén en casa. Cuando les recuerda que sólo falta un día hasta que vuelvan, parecen confusos, inseguros de si deben lamentar su ausencia o si deben celebrar su inminente regreso. Les da de comer, les ayuda a prepararse para sus lecciones de karate y de gimnasia.
Santiago, Esmeralda: El sueño de América. Barcelona: Mondadori, 1996.	Santiago, Esmeralda	El sueño de América	1996	Primera edición	Ficción	Escrito	Libro	Novela	Puerto Rico	Antillas			«Quizás, si yo supiera karate, la primera vez que Correa me golpeó hubiese sido la última.» Se imagina saltando por el aire, una pierna apuntada hacia su ingle, sus puños apretados, listos para sopapearlo si la patada no alcanza. Es una imagen agradable, machacar a Correa con sus puños como Kyle está haciéndole a un
«Basuras muy dañinas». El Tiempo. Bogotá: ELTIEMPO.com, 1996-11-11.		El Tiempo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Colombia	Caribe continental		Versión realizada sobre texto marcado HTML	En nota dirigida a usted en esta misma sección y a pesar de una deplorable redacción, alcanzamos a entender que para Fernando Cortés Quintero constituye una enorme falla el que los cinturones negros que el erróneamente llama por honoris causa (sic) y otorgados por grandes maestros japoneses no puedan ser reconocidos y homologados por la liga de karate de Bogotá.
«Basuras muy dañinas». El Tiempo. Bogotá: ELTIEMPO.com, 1996-11-11.		El Tiempo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Colombia	Caribe continental		Versión realizada sobre texto marcado HTML	Dentro del marco de la celebración de los 25 años de la Asociación Colombiana de Karate (Ascok), se decidió —como es tradicional en el Japón en estas ocasiones— otorgar el cinturón negro honoris causa a un ciudadano que hubiese prestado ejemplar servicio a la comunidad. Se escogió al Alcalde Mayor de Bogotá por su noble y leal empeño en buscar que los colombianos aprendamos a convivir unos con otros sin necesidad
«Basuras muy dañinas». El Tiempo. Bogotá: ELTIEMPO.com, 1996-11-11.		El Tiempo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Colombia	Caribe continental		Versión realizada sobre texto marcado HTML	El Alcalde de manera responsable y por respeto al karate-do y a su maestro, en varias ocasiones recibió en su casa privada entre las 6:15 y 7:30 a.m. entrenamiento sobre aspectos básicos relacionados con los saludos, las posiciones de defensa y ataque, ceremonias de juramento al recibir el nuevo grado y otros que son de necesario cumplimiento para quien porta un Karategi (tal es el
«Basuras muy dañinas». El Tiempo. Bogotá: ELTIEMPO.com, 1996-11-11.		El Tiempo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Colombia	Caribe continental		Versión realizada sobre texto marcado HTML	El fundador del Karate-do Shotokan, Shijan (maestro de maestros) JichinFunacochi, en celebraciones especiales de su dojo también otorgó el cinturón negro honoris causa a varios sobresalientes servidores de la nación japonesa.
«Madrid. Julio Carlos Díez». ABC Electrónico. Madrid: Prensa Española, 1997.		ABC Electrónico	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El Madrid se puso en la piel del Barcelona, con el convencimiento de que ir la guerra podía ser positivo para sus intereses. El conjunto azulgrana aceptó encantado el reto, porque se mueve como pez en el agua cuando el baloncesto se transforma en karate, lucha libre o boxeo. Planteada por Obradovic la pelea cuerpo a cuerpo, Aíto sabía como manejar el ritmo de juego. Faltaba por comprobar la reacción de los árbitros, que optaron por señalar falta tras falta, inasequibles al desaliento. Pito va, pito viene —49 personales—, el juego se embarulló
«Madrid. M. García Martín». ABC Electrónico. Madrid: Prensa Española, 1997.		ABC Electrónico	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				Parecía que Elisabeth Shue no iba a cambiar de registro. En sus primeras películas, todas para adolescentes, los críticos dejaban las dos últimas líneas para mencionar a esta rubia mona (otra rubia más), que daba la réplica al chico de la película. Así fue en «Karate Kid», «Cocktail» y «Regreso al futuro», interpretaciones que la encasillarían durante años. A pesar de ello, y de tener la sombra de su hermano Andrew (Billy en «Melrose place»), Elisabeth no dudó en confiar en su destino. Hizo bien, porque a la vuelta de la
«&#34;Lo que más me tortura es no saber nada de ella&#34;». Caras. Santiago: reuna.cl/caras, 1997-04-14.		Caras	1997	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena		Revista quincenal: en algunos casos aparece el arco de fechas, y en otros solo la primera, la hemos conservado tal como aperecen en el Web. Versión realizada sobre texto marcado HTML Mayúsculas no acentuadas en el original.	de que no iba a cometer ninguna locura. Me alimenté de agua y té por casi 30 días. Estaba en el hospital penal, con ocho enfermos por sala, sin ver la luz del sol, casi sin recibir visitas. Lo sufrí todo, lo lloré todo, lo recé todo. Meditaba, hacía kárate, rezaba. A los 30 días decidí levantar la huelga a solicitud de mi actual abogado, quien se incorporó luego de 50 días de prisión", recuerda Ignacio.
«Herman Cornejo, un salto hacia el futuro». Clarín. Buenos Aires: clarín.com, 1997-05-19.		Clarín	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata		Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original.	"De chiquito me llevaban a la cartelera del club y me decían: Mirá, acá tenés básquet, natación, karate.... Yo elegí patín artístico sobre cuatro ruedas. Tenía seis años, y acompañaba siempre a mi hermana, que ya estudiaba danza. Veía las clases, me empezó a gustar y al final me metí", cuenta Herman, apenas metro sesenta y ocho sobre el sillón del living.
«Ninjas Contra Guerrilleros». Excélsior. México D.F.: excelsior.com.mx, 1997-01-06.		Excélsior	1997	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	México	México y Centroamérica		Versión realizada sobre texto marcado HTML	POR encima de los ninjas inventores del karate, pasaron los guerrilleros como lo hacen las Chivas con el América y los toreros españoles con la trasijada torería azteca.
«The ghost and the darkness. EE.UU., 1996. Producción: Constellation Films. Director: Stephen Hopkins. Guión: William Goldman. Fotografía: Vilmos Zsigmond. Música: Jerry Goldsmith. Reparto: Val Kilmer, Michael Douglas, Bernard Hill, John Kani. 110 minutos. Todo espectador.». Revista Hoy. Chile: reuna.cl/hoy, 1997-01-26.		Revista Hoy	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Chile	Chilena		Revista semanal. Versión realizada sobre texto marcado HTML	Rob Cohen. Guión: Charles Edward Pogue. Fotografía: David Eggby. Música: Randy Edelman. Reparto: Dennis Quaid, David Thewlis, Pete Postlethwaite, Julie Christie. 105 minutos. Todo espectador. La versatilidad de los cineastas industriales de hoy casi no conoce límites. Rob Cohen, por ejemplo, pudo intentar hace años una biografía del rey del karate, Bruce Lee, y embarcarse ahora en una aventura como Daylight para pasar en seguida a un cuento medieval. Sin la menor arruga.
«Private parts.. EE.UU., 1997. Producción: Paramount Pictures-Rysher Entertainment. Director: Betty Thomas. Guión: Len Blum y Michael Kalesniko, basado en un libro de Howard Stern. Fotografía: Walt Lloyd. Reparto: Howard Stern, Mary McCormack, Robin Quivers, Fred Norris. 109 minutos. Mayores de 14 años». Revista Hoy. Chile: reuna.cl/hoy, 1997-08-17.		Revista Hoy	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Chile	Chilena		Revista semanal. Versión realizada sobre texto marcado HTML. Mayúsculas acentuadas	Esto es La colonia: un protagonista que fue campeón de karate ayudado por un basquetbolista de la NBA, contra un actor como Mickey Rourke que trató de ser boxeador, también un tigre de Bengala entre medio, está la embarazada, las viejas calles de Roma, una guagua llorona y Tsui Hark, que viajó de Hong Kong a Occidente para hacer la misma cosa que hacían sus colegas hace una
«El domingo inicia Copa Nacional de Bicicross en el Parque de La Paz». La Nación. San José: nacion.co.cr, 1997-04-16.		La Nación	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Costa Rica	México y Centroamérica		Versión realizada sobre texto marcado HTML. No se acentúan nunca las mayúsculas.	Y es que el deporte corre por sus venas. Combina sus prácticas del ciclismo con la natación, beisbol, karate y el futbol. "Me gusta mucho hacer ejercicios, competir y disfrutar con mis amigos", confesó el pequeño, un niño lleno de energía.
«Karatecas viajaron a centro de alto rendimiento de Cuba». La Prensa. San Pedro Sula: laprensahn.com, 1997-01-21.		La Prensa	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Honduras	México y Centroamérica		Versión realizada sobre texto marcado HTML. No se acentúan nunca las mayúsculas.	Para iniciar su preparación previo al desarrollo de los Sextos Juegos Deportivos Centroamericanos, a llevarse a cabo a finales de año en San Pedro Sula, viajó ayer hacia Cuba una delegación de nueve atletas pertenecientes a la Asociación Metropolitana de Kárate-Do.
«AFIRMA CARLOS SILVA». Prensa Libre. Guatemala: prensalibre.com, 1997-01-10.		Prensa Libre	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Guatemala	México y Centroamérica		Versión realizada sobre texto marcado HTML	"Además, la situación de la federación de karate do y su gimnasio. La pésima forma de manejar la crisis luego del infortunado accidente en el estadio Mateo Flores. Esas situaciones llamarán la atención de otros intereses alrededor de los 47 millones de quetzales administrados por la CDAG", señaló.
«Verano y Artes». Listín Diario. Santo Domingo: listin.com.do, 1997.		Listín Diario	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	República Dominicana	Antillas		Versión realizada sobre texto marcado HTML. No se acentúan nunca las mayúsculas.	Funciona de lunes a sábado, e incluye natación, títeres, psicodrama, pintura, educación sexual, origami, magia, aeróbicos, karate, y muchas otras actividades. La información puede obtenerse llamando a los teléfonos 535-7474 y 535-7494.
«Monte Plata se prepara para montar los Juegos Nacionales del año 2,001». Listín Diario. Santo Domingo: listin.com.do, 1997.		Listín Diario	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	República Dominicana	Antillas		Versión realizada sobre texto marcado HTML. No se acentúan nunca las mayúsculas.	En algunas disciplinas como karate y el ping pong tienen buen nivel, aunque no cuentan con un local para realizar sus prácticas y competencias.
«FREDDY TAPIA». Listín Diario. Santo Domingo: listin.com.do, 1997.		Listín Diario	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	República Dominicana	Antillas		Versión realizada sobre texto marcado HTML. No se acentúan nunca las mayúsculas.	El multiuso, la obra más importantes de todas las que se levantan en la más vieja Universidad del Nuevo Mundo, tendrá áreas para las prácticas de los llamados deportes bajo techo, como son baloncesto, volibol, tenis de mesa, gimnasia, artes marciales, judo y karate. Asimismo, dispondrá de un salón especial en donde los atletas y toda la amplia matrícula estudiantil de la Universidad Autónoma podrá disfrutar de un saludable baño sauna. Alvaro Lembert, director de Deportes de la UASD, señaló que el complejo deportivo tendrá un gran impacto en esa academia. En esas instalaciones están puestas las esperanzas de
«Venezolanos en triple A: Llega el momento de Maglio Ordóñez?». El Nacional. Caracas: el-nacional.com, 1997-07-11.		El Nacional	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Venezuela	Caribe continental		Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original	10 atletas venezolanos, más dos árbitros internacionales, fueron invitados al VII Campeonato Panamericano de Karate de la ISKF, que se efectuará entre el 9 y 10 de agosto en Ciudad de México.
«Venezuela participará en la Copa Champion Hip». El Nacional. Caracas: el-nacional.com, 1997-02-06.		El Nacional	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Venezuela	Caribe continental		Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original	La escuela Karate-Do Dochiro representará a Venezuela en la copa internacional Champion Hip a realizarse en la ciudad de Nueva York los días 16 y 17 de febrero.
«Por ANA SANTIAGO». El Nuevo Herald. Miami: elherald.com, 1997-02-11.		El Nuevo Herald	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Estados Unidos	Estados Unidos		Versión realizada sobre texto marcado HTML. Mayúsculas sin acentuar	Cine de Acción: Películas de karate, judo y gran acción los sábados a las 4 p.m.
«ANNE MONCREIFF ARRARTE». El Nuevo Herald. Miami: elherald.com, 1997-07-14.		El Nuevo Herald	1997	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Estados Unidos	Estados Unidos		Versión realizada sobre texto marcado HTML	Sus amigos afirman que la cinta negra en karate que tiene Dennis Malamatinas no es sino el reflejo de la disciplina y concentración que tiene en su trabajo.
«Un tribunal creado por las Naciones Unidas condena a Dusan Tadic por participar en la 'limpieza étnica' en la guerra de la ex Yugoslavia». El País. Madrid: Diario El País, S.A., 1997-05-08.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto marcado HTML	en Alemania tras ser reconocido en abril de 1994, al parecer no era tan malo. Según ha probado el tribunal, que también escarbó en su vida y circunstancias personales, el serbobosnio vivía hasta el principio del conflicto en Kozarac, al noroeste de Bosnia, donde regentaba un café y daba clases de kárate. El comienzo de la guerra despertó en él un nacionalismo exacerbado y se alistó en el Partido Nacionalista Serbio. Cuando el conflicto se extendió en 1992 a la zona de Prijedor, donde vivía, no dudó en colaborar con el Ejército y denunciar a sus hasta entonces vecinos y amigos musulmanes, participando en la política de
«Condenada una karateca en Lleida por agredir a su ex marido». El País. Madrid: Diario El País, S.A., 1997-11-01.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto marcado HTML	una multa de 15.000 pesetas y a pagar una indemnización de 45.000 pesetas a su ex marido, Francisco S. V., por los días que tuvo que estar de baja como consecuencia de las lesiones que le causó al agredirle cuando iba en compañía de otra mujer. Tanto la condenada como su ex marido son expertos en karate.
«Abandono, falta de mantenimiento e improvisación de las instalaciones hacen inviables los programas para desarrollar el deporte». Proceso. México D.F.: APRO: Agencia de Información Proceso, 1997-02-02.		Proceso	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	México	México y Centroamérica		Semanario de información y análisis. Versión realizada sobre texto marcado HTML. No se acentúan las mayúsculas iniciales	En Tabasco, reconocen los expertos, "el deporte está en pañales". El estado sólo destaca en deportes individuales, como box, atletismo o karate.
«Cincuenta y seis atletas recibirán hoy la &#34;Espiga Dorada&#34;. Junto a ellos, dos periodistas del El Diario de Hoy también serán galardonados en el &#34;Homenaje a las Estrellas del Deporte&#34;.». El Salvador Hoy. San Salvador: elsalvador.com, 1997.		El Salvador Hoy	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	El Salvador	México y Centroamérica		Versión realizada sobre texto marcado HTML. Se acentúan ocasionalmente las mayúsculas	Karate do
«SEMINARIO Y EVALUACIÓN DE KARATE-DO». El Siglo. Panamá: elsiglo.com, 1997-01-31.		El Siglo	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Panamá	México y Centroamérica		Versión realizada sobre texto marcado HTML	SEMINARIO Y EVALUACIÓN DE KARATE-DO
«FALTA DE ARMONÍA Y DERROTAS INJUSTIFICADAS EN EL EQUIPO». El Siglo. Panamá: elsiglo.com, 1997-03-11.		El Siglo	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Panamá	México y Centroamérica		Versión realizada sobre texto marcado HTML	él solito. Memín dijo que ese mequetrefe se las iba a pagar, y cuando el man estaba despidiéndose de Rosela, con un apasionado beso y un tremendo manoseo de ambas partes, apareció Memín y retó a pelear al man, quien se enfrentó al negrito, ignorando que Tiburcio había tomado clases de karate e hizo una masacre con el moreno. Nunca más se volvió a meter con el novio de la más bella del patio limoso.
«El caso del &#34;licenciado&#34;, los desempleados y la vecina bella y ambiciosa.». El Siglo. Panamá: elsiglo.com, 1997-08-01.		El Siglo	1997	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Panamá	México y Centroamérica		Versión realizada sobre texto marcado HTML	le dijo dónde solía ir Rebeca, y el man la fue a buscar a un club de diversiones por las afueras, y allí la encontró con un man ensacado y encorbatado, intercambiando besitos y haciendo planes para irse para el push, y Tiburcio furioso la emprendió con el man, quien era cinturón negro en karate, por lo cual, hizo una masacre con el cholito, que fue llevado urgentemente al hospital. Rebeca se fue con el ricachón en su carrazo último modelo.
«PARA EGRESAR COMO TECNICO». El Tiempo. Bogotá: ELTIEMPO.com, 1997-04-10.		El Tiempo	1997	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Colombia	Caribe continental		Versión realizada sobre texto marcado HTML	– Asignaturas: Se comienza con asignaturas generales y con ciencias aplicadas al deporte. En el sexto semestre puede escoger entre los deportes específicos pelota (fútbol, voleibol, baloncesto), individual (natación, ciclismo) y de combate (yudo, karate, taekwondo).
«PorDaniel Mateos Moreno.». Filomúsica. Málaga: filomusica.com, 2000-12-01.		Filomúsica	2000	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				al estudio de la música como parte de su desarrollo personal e integral;después, en la realidad más cruda, te encuentras con alumnos que estudian poco o nada, con padres despreocupados totalmente por su formación musical, creyendo que llevar al niño al conservatorio es como llevarle a nadar o al kárate.
«Octavos en juegos mundiales de apagafuegos». El Nacional. Caracas: el-nacional.com, 2000-07-26.		El Nacional	2000	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Venezuela	Caribe continental		Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original.	Eso no fue óbice para que los deportistas consiguieran 22 medallas en natación, entre ellas seis de oro; siete metales en atletismo; dos en karate, con una dorada. También subieron al podio en voleibol de playa y en maratón, así como en destrezas inherentes a su oficio como combate de incendios, actividad en la cual debían, en el menor tiempo posible, conectar las mangueras a un hidrante, correr cien metros y disparar un chorro de agua a una
«Sugerencias olímpicas». El Nacional. Caracas: el-nacional.com, 2000-10-05.		El Nacional	2000	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Venezuela	Caribe continental		Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original.	Por una parte, las marcas y la preparación física de un atleta deben ser evaluadas mínimo dos años antes de cada olimpiada. Y por otra parte, un país debe aprender de cultura deportiva como atletismo, esgrima, judo, kárate natación, gimnasia, tenis, tiro, ciclismo, clavados, nado sincronizado, etcétera desde temprana edad como hábito obligatorio.
Marsé, Juan: Rabos de lagartija. Barcelona: Lumen, 2000.	Marsé, Juan	Rabos de lagartija	2000	Primera edición	Ficción	Escrito	Libro	Novela	España				— Lo que oye, bwana. Una ambulancia se la llevó desangrándose. Ahora mismo la estarán operando de urgencia con transfusiones y con la anestesia y una mascarilla. He tenido que liquidar el conejo yo solo, un golpe de karate en el cogote, así, mire. ¡Listo! Lo hago muy bien, un solo golpe, limpio y rápido y sin compasión, ¿sabe?, no hay que dejarse llevar por la compasión cuando matas un conejo, eso decía la abuela Tecla. Después lo he desollado y le he arrancado las
